,review_id,user_id,business_id,stars,date,text,useful,funny,cool,contradictory,figurative,confusing,qualifier
1754059,fSz4e51a066mmUvBj8sKTQ,11gxVnIOvxL5PI4Ur9qa2g,CauQnqZ5eowyrr7oWF_p3Q,2,2013-05-10,This review is for Road Kill Grill... The ribs were tasty enough but very dry & overcooked as was the brisket. The mac & cheese was forgettable just like the potato salad. The spicy BBQ sauce was the best part about the meal. I also do not like how you have to wait in the same damn room that they sell the butcher meat in which is already an extremely small place & the door is constantly bumping someone in the ass. This place is WAY OVERRATED. I have eaten from their truck before & for some reason it was better. The sad thing is that since that Guy Fieri said it was good on his Drive-Ins & Dives show every sheep in Las Vegas can't think with their own tastebuds... either that or BBQ has some really slim pickins in Sin City.,1,2,1,1,0,0,1
1284648,tvyd_pyICJjKUwEIBRzscQ,Y8Sl5rn2CFCI2KvGzCEWJw,cPaXllVOblQn3kHQ8olDsw,2,2016-02-27,The food was tolerable..friendly staff also. They delivered within 45 minutes as was told. Taste for pricing: I wasn't too pleased. For a 24 hour delivery I wouldn't expect too much more than what I did. One negative thing is that I specified wanting sweet and sour and teriyaki sauce and they forgot but that wasn't a deal breaker I just wasn't crazy for the taste. Paid about 40 dollars for two combo plates.,1,0,0,1,0,0,1
3560865,QTSQ-SfWFTltVxhVTq6peg,vb8EOWY1xjdCEmyETHBcVQ,KkmPDIWzvwbBpyqOHT6pcQ,3,2017-01-22,"Came here last night with my boyfriend and I have to say if I were basing my rating on the service alone it would be 5 stars. 
 
 We started with the calamari, baked clams, and meatballs. The meatballs were absolutely amazing! They were soft, moist, tender and very flavorful. The calamari was a little too greasy for me but again the sauce was seasoned perfectly. The baked clams were mostly breading and didn't have that crispness on top that you look for. 
 
 We then split the Caesar salad which was very good and had nice sheets on thin fresh Parmesan cheese. 
 
 For entrees I had the Ossobuco which I was disappointed with. It was a little tough and the risotto was bland. My boyfriend had the chicken Parmesan which he enjoyed. 
 
 For dessert the peanut butter tart was delicious! 
 
 All in all not a bad meal, but nothing compared to the original back in Harlem.",2,1,1,1,1,0,1
894342,ux5FMg4kpzxmJPWOe8vjuA,kYrVRyC2KMbM_NqdxlzuGw,jz4lgoy76EUsLvhcFYgHAw,1,2016-02-01,"Showed up one evening for food to go and there wasn't a single employee in the building. One finally came from the patio and took my order. I asked for extra tzatziki sauce for my gyro. I was given my food and checked to make sure my extra sauce made it in, there was no sauce at all. Again no employee anywhere... So I went into the kitchen and asked the chef for sauce to go. 
 
 Food was ok. Service was horrible.",0,0,0,1,1,0,0
1919601,N-nPUJyuDKr34nV21xfJ6A,XrD55Ms-Yy9bxIJD1MF5fQ,eTmy0-h4tTEpfbDVAue0MA,3,2015-03-18,"Crust, crust,crust was a bust.thin yes but no crunch to it. The cheese , sausage and sauce was very tastey. Had a antipasta salad..just ok at best.. If you are looking for a crispy crust not here..",0,0,0,1,0,0,0
4433018,cwR3vtqF8goEMZW_NAzcdQ,Rq_u4iMkUjznNdKoIvRT3A,IK1XaujWC-znIGaVE0tbBA,2,2017-05-30,Nothing fantastic about this place. This is where you go when you now absolutely nothing about vinyl and just bought your first crosley player from Best Buy hahaha,1,1,0,0,1,0,0
2269611,XpAhXaIULuZmWhDjq11k5g,tSHU6u1VszJTMUqkYIGxDw,xkVMIk_Vqh17f48ZQ_6b0w,1,2015-10-15,"Showed up early for our romantic anniversary dinner reservation on October 9th, expecting to have a cocktail to find the bar was packed. That's fine, we went next door to Hecho. Upon our return, we were seated at a tiny table for two, in the packed bar! When asked, ""Is there something more private for us? This is rather uncomfortable,"" the host responded with, ""Well, since you made your reservation today, this is what we have for you."" Ok, that's fine, we'll relax and make the best of it. A server quickly came by, asking for our order yet, we hadn't opened the wine list nor reviewed the menu yet. After deciding what we'd like to order, about 10mins later, we waited patiently for our server who never showed after another 15mins so we left. We walked over to L'Atelier thinking we had no chance of getting a seat yet alas, we were seated and had another FABULOUS evening! Thank You and we'll be back to support the Joel Robuchon again in a heartbeat. Sorry Tom Colicchio. Cheers!",1,0,0,1,1,0,0
3080822,7h74g6e1zhYzBzRsEogf-Q,i9bTpU-XCg2BRJQxvHYM5A,z0rSmZQz9eEXjg_C3_E5-g,2,2013-09-12,"I love greek food and took my mom and aunt there, my mom has never had greek food. Decided on this place, because my favorite place (Ambrosia) closed and all the good reviews.
 
 Food was Ok. We had the dolmas (good) falafel (good) gyro (meh) and a combo with chicken (very dry) and Kofta (burned, dry and tasteless). The Israeli salad on the combo was very good.
 
 When we got our drinks, we noticed a slimy liquid at the bottom (overflow) of the soda machine. We hoped the top of the machine where the soda comes out was better.
 
 It was not awful but there are a lot more places to choose from.
 I will not go back.",1,1,0,0,1,0,1
2897068,q-3Dm_pbLhuxv_ulijZ-iA,VqsNH2mb_3x3UQCsvMO-JA,wEc4JE2NYQr1RnGjGr4q7w,2,2017-11-18,"The Rueben sandwich which I had today was pretty bad. The meat was salty, chewy and not layered on the bread. The bread was fresh, but the meat wasn't good deli meat at all. A neighboring table decided not to order it when they saw the sorry little sandwich. The onion strings were good. The TV's are nice, but they allow cigar smoking on the patio and that was truly obnoxious on this beautiful fall day.",0,0,0,0,1,0,1
1549010,ScCUli6q4R-Qevt8MyDvtw,u7dxmiH0hJvfkAwDMT5MgQ,9n8jDTvkOjoH3fD_Y9KC1g,2,2015-11-11,"This place was surprisingly bad. The place looks really nice. From the outside you expect this place to have good food. The menu should have been the first hint. Not a lot of options, and even still, not a lot of good options. 
 
 I ordered the grilled cheese and tomato bisque. It took 20 minutes to make. Plane white bread with little cheese in the center. The bisque tasted watered down. Overall it was very bland. Trust me, you will get better food from the place further down the terminal.",0,0,0,1,1,0,0
4057444,txxbUnfiiy0ffuZig4S3uA,tM3nQhfcm_j83MBDRc0Brg,fHM09_y3QX3n4a_bIFbk_w,4,2017-09-10,Visited for breakfast. Krysina A. was full of energy and extremely interactive. A plus when servers r usually robotic and task oriented. Loved her personality. Coffee was good and hot. Hash browns crispy. Bacon crispy. We ordered at the table.,0,0,0,1,0,0,0
984911,aYFC4LHt7nS6_5mWdt9pnw,YvHzoHUBsvSbVbzPdKkB1Q,R0SWtoj8DAAgrZ1ppm1zTA,2,2013-06-22,"I wanted to love this place, but didn't. I chose this place based on the online reviews, it did not live up to them at all. Perhaps the food here use to be good, and the cook lost her passion -I don't know, but I've had good Czech and Eastern European food and this was not it. 
 
 Having recently moved back to Ohio from San Francisco I was looking for a place like I use to go to in SF with my Czech Friend Martina called ""Frankies Bohemian Café"". http:\/\/frankiesbohemian.com\/. The owner came from the same town as my friend so whenever we went, we got the hook up-all kinds of wonderful Czech food not on the menu but made for ""family"". I've been missing it something fierce, now so looked online for something here in Cleveland.
 
 I came across Marta's and it had great reviews on a number of websites. I was looking forward to eating some really good\/stick to your ribs food. Unfortunately this place did not live up to any of the reviews. 
 
 The décor was totally vintage 60s and kind of charming. It had an European tavern feel with tables on one side and a long bar running the length of one side.The owner\/cook\/waitress was very pleasant but sadly that was the best part of the meal.
 
  We got there at 6 on a Friday evening and the place was completely empty. Having been open since 4pm and completely empty on a Friday night at 6pm isn't a good sign for any restaurant. We wanted pierogies for appetizer and were told they were out of the pierogies (potato\/cheese) we wanted. Strike 2-another bad sign for a business that clearly wasn't busy and running out of food. So we ordered the other filings and our entrees. 
 
 Anxiously awaiting our food, hubby got a Czech beer (on tap). Plus for having a good European beer! Then we got our food and it was mediocre at best-a total letdown. The plate was piled high with food, covered in pale looking gravies-not very appetizing. I got the Chicken paprikash and it was tasteless and bland. I don't know what the other reviewers got who raved about it but there was nothing to rave about with mine. The sauce was very runny, pale and bland. The spaetzel was good though. Hubby got Pork Wienerschnitzel-said it was tough, WAY too much breading and a greasy gravy. We couldn't finish it and declined any dessert. 
 
 Not only was it so-so, it was pricey. One appetizer, two entrees, one beer ($7.50 for tap beer!) and one Sprite came out to $42 before tip. YIKES! Not cheap and not worth the money. . If you want good Czech food, this is not the place to go. I will continue my search for GOOD Eastern European food.",3,2,0,1,1,0,1
1364674,rivUAglykHaBDE3jf_MLrQ,4U-dXR-gikJtr7tlZYIdvA,K5U3I0d4lHqzeMcUhgF1ZA,2,2008-10-09,"The dim sum here was pretty bad. But the service was surprisingly good. Dim sum houses are not normally known for their friendly waitstaff, but one of the push cart ladies here was quite attentive and promptly brought me things (chang fen, Chinese broccoli) when I asked.",0,1,0,1,0,0,0
3399768,_0YnPxjqJg3IiL7q5dvkDw,d53zKkkt335hxWbtvQCguQ,LkRSDF7gTNXg1OlNNBSVAA,2,2015-04-04,"For some reason, the tortellini was completely without flavour. This resto has long been a favourite of ours so we were stunned by the abject quality of what should be an effortless dish for an Italian restaurant. 
 
 We went in March, and our last visit was two years before that...so maybe something's changed. Please don't make it difficult for us to recommend you, Eduardo!",1,0,0,1,0,0,0
1855430,b9_3pnqyRaZpL91SD900UA,ODsM6-_BvHt6-cqNylJn7g,OAEeaLLm_9sHksKJEY0o0w,3,2015-10-04,"This location really isn't a dueling piano bar even though it advertises that it is. It's basically a bar where two dudes play the same song together and take requests and try to be funny. 
 
 Most of the audience here are over 50 so expect a lot of older songs and older people being drunk. The drinks are overpriced, but that's also expected. Still, the menu is really cool looking as I'm a huge fan of Napoleon. 
 
 Overall, it was nice to experience it once, but I wouldn't come here again.",6,8,7,0,1,0,0
5115318,v7JAOaBWWECPRFDr3ZirCQ,NIJWrUAz7-9IEqwZnGBT9g,XT3dn-9UsGhiEy-_ZU_M_Q,3,2016-04-06,"5 stars for the food..... about 2 for the service. On a Saturday afternoon during a Pens game there was 1 worker. The place was buzzing and the bar was full. I'm not shaming them for being busier than expected, but how servers handle busy times is important. A simple, ""Hi, I will be with you in just a second"" could have gone light years in the situation, but instead we were blatantly ignored and sitting at a dirty table for 15 minutes and finally approached without so much as a ""Hello"". I had to ask, after someone from the back cleared the previous guests' drinks and check, for the table to be wiped down.
 
 I ordered the cobb salad with smoked chicken and my mom ordered the pulled pork quesadillas. Both were very generous portions and tasted delicious. The menu here is extremely impressive and I don't doubt most everything else tastes as delicious as the food we had on Saturday. 
 
 It's a really cool industrial - barnyard décor and I think this restaurant would do great in Lawrenceville or Bloomfield if they cleaned up their service a little bit and had more people staffed for the Saturday lunch hour. This is off the beaten path with (from what I know) little signage. Probably hard to come across if you don't already know where to look. I don't get out this way very often but is definitely a place I would like to bring Bobby back to try. I'd be happy to give them another shot..but this particular experience left me wanting more in regards to service at at a restaurant. So, just A-OK for now.",2,0,1,1,1,0,0
1655664,d6fEdKybob5kVkZ_6EJ5pg,NFtPhYxsTaT-NDuPX1e9ZA,0PVxodALQu-soL5J8bjerQ,3,2013-12-12,"The food was good, slightly above average. I Ordered the steak and eggs and pancakes. The pancakes were slightly below I hop quality. I think they offer vegan and vegetarian food as well. Service was adequate but not over the top. I'd go back if I was in the area.",0,0,0,1,0,0,0
1518593,MlyMstHYttA93LobNJH0qQ,bU7j91DrMZCDrhPUrd_AWg,uSsTuB82xu2kgSUeNNKQcg,5,########,Place is clean staff are friendly and quick but most importantly they def make the best roti you can find in Toronto. We go once a month to satisfy our craving. If you like hear ask for pepper.,0,0,0,0,1,0,0
3671750,UDcGO7gG1gDm1sPjTl_SLA,uW7S5RrUW2WiqugdDvev5g,qTpQ75ewNY8jADWMuGkX-A,2,9/6/2017,"The only reason this isn't a 5 star rating is because of the crappy customer service I ALWAYS get here. I love dunkin coffee so I come here every other morning for some. However when my order is wrong, I'm treated with disrespect. No one takes accountability here! Not even the manager in the mornings! I'm sick of the mistreatment",1,0,0,1,0,0,0
351622,lfJBdVZAX9LUlssY4d63DA,Xks1q_BZi3hr5qyI7Bt7FQ,qdd1DHfeKHE72_djJxCJdQ,1,########,"Extremely frustrated, we like to go and enjoy their Happy Hour food but got turned away tonight because we had our grandchildren with us!!!!!! They told us Happy Hour is only for upstairs and you can't go upstairs with children. Last time we went with our grandchildren they honored Happy Hour downstairs due to having the kids...WE WILL NOT BE GOING BACK.",0,1,0,1,1,0,0
112373,wS3VVSWTwpg1GJMwvHVjhg,mu6xEHThck91bAyD38XuZQ,wFmPEuuW9loC9Kpecgudrw,3,########,"The Tron pub used to be a lovely bar when it was known as the Tron Ceilidh house, but since being taken over by the it's a scream chain it's gone a bit down hill.
 
 
  Decorated in garish primary colours, this place is primarily a student haunt. If you're a student you can buy a yellow card at the bar which gives you discounted drink prices, but even without it's fairly cheap. There's a tatty pool table, juke box and other machines, along with huge tv screens that seem to show every type of sport imaginable.
 
 
  The food is actually pretty good. Although it's mainly pub grub and stodge, it's cheap, there's plenty of it and it's great for a hangover. The Scream burger in particular is pretty fantastic.
 
 
  A decent enough place to pop into for a spot of lunch, but avoid on student nights or when there's a big sporting event on",0,0,0,1,0,0,0
1357358,YACGetIpwIoO3ESNDNIEYA,fOut10lknIp64tm3z6UTNg,Os1n1_idfw9vv9kwULGJnQ,2,1/3/2013,"This place has received plenty of positive reviews on YELP. I am not sure why. 
 I only came here for lunch because Ko-Mex was closed yesterday. From the outside, the place looks sketchy. However, I was pleasantly surprised at the clean and inviting dining area once we walked in the door. 
 
 For lunch, I chose the Moco-Loco which was layered with steamed rice, a hamburger patty, a fried egg, and brown gravy. I asked for my egg scrambled, not fried. Oh well - I ate it anyways. The dish was good--not great. 
 
 My wife tried the Korean noodle dish-Japchae. We didn't like the texture of the noodles they used for this dish. Imagine the texture of gummi bears while eating noodles. Because they were so spongy, no flavor stuck to them. Who wants to eat plain spongy noodles? Not this guy....
 
 My parents were with us since they were visiting from the Bay Area. They both chose the bibimbap (spelling?) which was a bowl of rice, vegetables, beef, an egg, and spices. The beef inside these bowls was bland, tough, and fatty. Oh, and the side of macaroni salad was way too salty.
 
 The service was spotty. For example, I didn't like that our entrees were coming out one at a time -every 5 minutes. Plus, I was not offered a drink refill at all during lunch. The more I write this review, the more I realize I don't really like anything about this place.",1,0,0,1,1,0,0
1992911,Fz9RLTUdaQ7Y55VVfWJeOA,_ec5jE9Wmdj2stjaU0NG0Q,rbcfYmJtqwIkk17IeOI5Kw,2,2/3/2016,"Ambience. Thumbs Up.
 
 Cocktails and Wine. Double Thumbs Up.
 
 Food? Overpriced Mediocrity. 
 
 I had Ribeye and Escargot. While the escargot was forgettable, I'm a steak man. 
 
 American Diner Steak? Excellent. Just make sure to throw an egg on it to add some taste.
 
 Pocket Burning Steak? Double Excellent. I love the monthly piece that lets me indulge in my carnivorous pleasures. 
 
 This was a pocket burning diner steak. $65, hacksaw rough, slightly overcooked, and literally 1\/3 fat. Not in between or around the edges fat, but literally an entire piece of the cut. Screw that mess.",1,0,0,1,1,0,0
1435277,rNHz_fPXDIo_AC5xRkdavQ,kXB_T2i7gyUYcMYxrGgC-w,QeFsIMcIFIJcOrpthYL8jg,2,########,"Amazing live music...they even managed to squeeze me in without reservation letting me know they would need my table after 9PM. i liked the hostess honesty. Great group of ladies.
 
 Unfortunately same cannot be said for server or food here necessarily. I was feeling a tender steak and made a point to ask the server which of their Bavette or strip loin is most tender. He told me the strip loin...so I trusted him. The person next to me was having steak frites...his looked perfectly cooked medium rare. I got my steak. Well done to hell. I told my server and he looked at my well done cross section and said ""yes you mentioned medium rare..."" Mind blowing stupidity. I said its over cooked and not medium rare....he says in Canada it's medium rare...I said if this is medium rare...what the hell is well done? Charred to shit?
 
 Anyways he claimed I should have ordered it blue and brought me a newer steak. It was better but not medium rare. More like medium. Steak was delicious but the vegetables were so\/so.
 
 I'd recommend the place for live music and OK food. Not great for perfect steaks. Prices reasonable but the food I would sort of say is below par.",0,0,0,1,1,0,0
4659908,U52QtTcRlUhO526A5IyXfg,CDmJmqXLHsizkG00aFuJ8A,SurnOSM2bVVN4-Js3G23RQ,4,7/2/2017,"Fantastic food! However, we were there for two and a half hours and only got two drinks from our waitress... with the cost of the food and the upscale type of restaurant it's suppose to be, I thought the service would have been better...",0,0,0,1,0,0,0
5252245,PQW0t7iEqRUGZHtaKtMtmg,eyGk7fNPNcQ2eorz10p5NA,wArcCMVnrl_tc9MULW-0CQ,2,########,"Was excited to try this place, but ended up pretty disappointed. Echoing what others have said, the beers do taste very watered down, so much so that we had a sip of each and that's it. Food wasn't memorable either, and 3\/4 of it came out lukewarm\/cool. The fish in the fried fish and tots was soggy and room temp. Overall, flavors weren't very good or special enough to warrant a return. It's also quite loud, I was really having to raise my voice to be heard by my dinner partner. It's a nice looking place for sure though.",2,0,0,1,0,0,1
2758552,3_g348Mi8_e95KDHzVp5Ng,#NAME?,NfwiVSw3wtfTzGrzbVZDEg,3,7/2/2017,"Service was good. The server was very professional and courteous. The restaurant just got slammed - high school grad ceremony across the street just got out. It's Kelsey's so you expect pub grub. Four of the five meals we ordered were good. Sadly, I ordered a steak. Chipotle shrimp sirloin. Don't order the steak!! Omg. Worst cut of sirloin ever. I mean ever. You know the tongue of an old pair of leather dress shoes that have been worn for years and years? It would have better texture than the cut I had. Gross. And naturally, the frozen veggies boiled to ""almost thawed"" were a nice touch. 
 At any rate, good spot for pub grub and a pint. Typical for chain restaurants I would think. I won't order big there again, but I'd order the fish and chips or the Mac and cheese. Oh, and don't ask for a special request...it will be forgotten...could have been due to the slam, or order entry done wrong....meh...",0,0,0,1,1,0,0
1669010,3pt1JSZYcTRhKeIo4uS5aQ,8fsZcLADFrPTbGrFqMACpg,V8wvvaOaRFqrjuPqVPuMjw,3,3/3/2015,"After a long day of shopping with the kids we had to stop at the food court for a potty break. While browsing at the after noon munchie options we decided to try this place Pita's which is also a Philly Cheese steak place as well. I did not know that one guy was running both outlets at first until I ordered at one and walked over to the other register and asked if I needed a cheese steak as well. 
 
 He was very helpful surprisingly. He made sure that I wanted everything I ordered. For example when we ordered the falafel he said ""you want the hummus, tahini, lettuce, tomato on the pita. most places will not explain what everything is like that. I am sure he did this because he probably gets a lot of people who order and are not really sure what they are getting seeing how this mall The Premium Outlets South is mostly for Las Vegas Tourists. By ensuring the order is correct when placed it puts the blame for mistakes on the customer instead of the business operator. Smart Guy!
 
 He did the same when I ordered the Cheese steak as well. He went through the ingredients including the cheese whiz like sauce that would be added to my sandwich. I also wanted lettuce, tomato, and mayo added and he repeated it back as well ensuring I was clear with what I was ordering. 
 
 The food came out at a decent time. They call out your number and you pick up the food at the other end of the Philly counter. The Pita sandwich was good, as well as the fallafel and hummus. They veggies were nice and fresh meaning the lettuce and tomatoes good bright colorful chunks. You could tell they were using fresh produce. My sandwich was a little small on the meat portion but it was delicious and fresh and made just the way I ordered it. I understand portion control consistency are important when operating a biz and meat is expensive. I am sure his rent at this place is Ridiculous!
 
 We finished our meal and our beverage so I went back to the counter to ask for a refill and he gladly took care of it. The guy even asked how my meal was tasting. Amazing! I thought the service we received was good. This man actually cared about our experience which is very important as a small business owner. This man get its. 
 
 The only reason I gave them 3 stars was becuase of the frumpy looking women sitting in a chair behind the counter. No smile, No hello, and no intention of doing either in the near future and on top ofit she was EATING! a wrap or sandwich right there in the food prep area in guest view. Not a care in the world. A big NO! NO! in my book. Everything else was good. Loose frumpy face....its killing your Biz my friend.",0,0,0,0,1,0,0
2991470,RikDg3CEdEfPRZFJ5zWgaA,IXSTfBSe56Z0RvYg4Cfn2w,ST66dWiUqYnvrD7zT4QBNw,5,########,One of my favorite lunch spots. Green Chile is very good. New Mexico style. The green Chile burrito with beans is cheese is how I like it. Red isn't bad either. Chimis are delicious. Love the shredded beef tacos. But if you just feel like beans....get a bean and cheese burro. Omg the beans are so delicious. Home made just like they are supposed to be. Beware you will get very sleepy after eating. Not good if you are working after a good lunch here.,1,0,0,0,1,0,0
558493,dr1GnUDsYMxAj5e76STJ0A,OEcTMOFRUNBpQAsVySbgVA,sIKuBMvUCqqjN0uqI70btA,4,########,"This place is good for one dish and one dish only, so do not order anything else.
 
 The chunked beef noodle in soup is their specialty and what a good dish it is! My husband and I (especially by husband) really like this style of noodle and have tried many places throughout all of Toronto. This is by far one of the best places to have it. The beef is cooked to just the right tenderness even though it is we'll done. The noodle is thick and have the right amount of texture to compliment the beef. The best of all is the soup base. It is a flavorful and rich beef broth with some spiciness added to it that enhances the taste rather than overpower it. 
 
 During lunch a free cup of Hong Kong style milk tea is served for free. While not the best (that honor goes to marathon cafe at midland\/finch) it is slightly above average. The tea is not too dark and goes down smooth as it should.
 
 Like any other Chinese restaurant in the world, the priority is places on quality and price, not service. You come for food, not a chat with the staff. They are friendly but temper your expectations.",0,0,0,0,1,0,0
4154669,fdEkR7BoUYPOex7Y-4sQCA,HmYj8wXXzzmc80DIenufuw,T4g4k2OhCTsiqcP-ZXElHQ,3,6/4/2013,"Would I come back here? Hmm. Maybe not because I haven't tried The Loving Hut across from it which I hear has rave reviews (I'm eating vegan as much as possible these days).
 
 Maybe, if I wasn't eating vegan\/vegetarian that day and will cheat to eat a steak tartare (although I can just make it myself it's not that hard).
 
 I took a quiche and a tarte, and both were okay.
 
 FRENCH ONION SOUP
 The deconstructed french onion soup seemed a bit greasy (can see the oil on top), and was SO flavourful that when I went to go eat the quiche, I needed salt. A lot of it.
 
 I also wasn't a fan of the croutons soaked in there (I usually avoid croutons in a French Onion soup, as I just want the onions...!), but I did like eating a whole whack of mozzarella cheese melted at the bottom.
 
 Just found it rather greasy in general, or oily-looking.
 
 QUICHE
 The quiche itself was good and WAY better than at Patachou near Summerhill station (now THAT is an embarrassing place to eat because they pretend to know how to make a quiche but really have no idea it tastes like tofu for dogs).
 
 The only downside to the quiche for me was that I took the vegetarian option but the leeks made it all mushy. WIth leek quiches you absolutely need to eat them hot and freshly made, otherwise it just tastes odd. You're better off eating the ham quiche than a leek one that isn't fresh out of the oven. Just a tip from me to you.
 
 TARTE
 The tarte was also good but odd. I was somehow expecting something creamier and more like a firmer creme brulee but with fruit on top, and this one tasted more like the filling was ground almonds with blueberries. Still delicious, but it was rather tough (the crust was) and hard to finish due to my struggling with a fork.
 
 Is this the best French place to eat in Toronto? No. Go to Didier by St. Clair if you want to try better French bistro fare at lunch.
 
 Does this make decent desserts to eat? I've only had the tarte which wasn't so bad, but I still prefer Nadege by Ossington \/ Queen for pastries.
 
 Is this a decent place to eat if you're in the area, starving and with no other choices around as far as you can see? Yes.",1,1,0,0,1,0,0
3343313,SGWOQWwX3hGGIMc407hc8Q,jwKsSS7Rl5gvWfnc7XmMaA,SZEFE5hL7aN5nM-A44iPwQ,3,########,"I never though that I could not enjoy a big bunk of lobster. But I guess it's possible. This place was just really pretentious without anything to back it up. Granted, we were a big group of 20-somethings but the place was pretty empty so I don't think a bad attitude was warranted. 
 
 I think the theme of the night was quantity over quality. The shellfish platter was full of giant pieces of seafood that tasted like it came out of a freezer\/buffet line. The lobster was really rubbery and flavorless, but it was cute that they de-shelled it in front of you. Perhaps I should have gotten steak at a steakhouse (who knew?) The creamed spinach and mashed potatoes were good, but nothing memorable. The creme brulee was really good (isn't it always) and the chocolate volvano souffle was also good. 
 
 But i don't think anything would compel me to come back here. Even the deco is stuffy and pretentious. Boys, come here in a suit.",1,0,0,1,1,0,1
2156739,XVzPKdD56kHHh4emsmmbMg,KXSzTO-bi6_Fcysm0mEHpg,5shgJB7a-2_gdnzc0gsOtg,4,########,"i had:
 
 tomato bread, sliders, fries, babyback ribs, and ham&cheese croquette!
 
 they were amazing! gave me instant coma though,
 fast and attentive service too!",1,0,0,1,1,0,0
1176365,iQGnuc_YHk2XQLXtMHqn0g,JhkJvHl_ySzXBuH7ceFOEw,uxM2hXYkS9kr-DiQN2lB5g,1,########,"First to the good points: the atmosphere and the service were good. 
 Now, to the OK points: the music choices were OK but way too loud.
 But to the main point: while the food is creative and tasty, in no way is this a restaurant for dinner. Each dish\/portion is the size of a tapas plate, but priced at a full entree\/mains level. This is precious, self-indulgent food, all about showing off the executive chef's culinary whims and not at all about serving a clientele with any appetite.
 Perhaps we might not have minded had we been on an expense account, or had drunk so much that we no longer noticed, but we left feeling we had been taken advantage of. This restaurant is all about the chef, and not about the diner. We didn't patronize it to be trendy, we went there to eat. And not at such an expensive price point.
 And as someone who's lived and eaten all over the US, I sure didn't recognize any of the Southern US cuisines supposedly riffed upon here....",0,0,0,1,0,0,0
3291214,FITcmN9dcH0vwErJQTquZw,Uux8Ycj4Z0vxI2FaQ8ih7A,jc4Wlgme6xI0-c1U_AKuBQ,5,########,"All food here is amazing! My favorite is the ""evil jingle"". I get it extra spicy. This means I will have exiting issues later, but it is totally worth it.. The staff here are very nice and on top of things. I love their accent. Love the environment here. Best Thai I have ever had!",0,0,0,1,1,0,0
731553,0Wshet7rHJidwoN3dhHOZQ,LIkkgyWBCR56VJEu5_YI-Q,iqQEH6olFhpqwZjFRRFmuA,4,6/6/2013,"Pretty good sushi. Always fresh tasting, never been sick, and they have some tasty rolls. The only downfall that I find is that many of the rolls are similar and that they use a lot of sauce on top. I always ask for half sauce. Also, I would really like to see more sashimi OR rolls without rice (like a cucumber wrap).",0,0,0,0,0,0,0
4017179,JjfBXl38v1PS298fmo1CIQ,#NAME?,VxRlBe2wjtycFWSZm1orTA,5,########,"Caveat: I'm not a huge fan of Irish pubs. Irish pub food is generally uninteresting to me, and the food usually looks like dull glop on a plate. Not so at Piper's Pub. I went for Sunday brunch ~2pm, and the place wasn't at most half full. They have a great beer selection with a rotating list of good micros, & a special Sunday menu. 
 
 We went for Scotch eggs & the Smoked Salmon Boxty. The eggs took some time but my guess is that they were prepared fresh. They were good...but I wasn't blown away. Nothing against Pipers, I just don't think they're my style. Interesting though. 
 
 The Salmon Boxty...it was amazing. When I go back, I'll likely get the same thing...unlike me, but too delicious to pass up. It's more than filling so don't order anything besides an appetizer, or you'll feel like a fat kid. Think of it as a potato\/egg omelette...or just look it up on wikipedia for better description. Seriously though, get it. Your life may be changed forever.
 
 Also make sure to follow them on Twitter; they always announce their daily specials & newest beers on tap.",0,1,0,1,0,0,1
2077248,QbjIa92NMC7xfuQZkJfDSA,oQxGYo6ROSnsBMPAb1T9bQ,xfWdUmrz2ha3rcigyITV0g,3,########,"First the burger WAS GREAT! Can't argue that. But after all it is a $15 burger, it had better be, lol. The reason for the 3 star rating was the way they pile up extra charges without letting you know. After my kids ordered their plain ole hamburgers the witness asked if they wanted mushroom or bacon. They, being kids said, ""ok"".......They don't tell you that that added $16 to the bill by doing that. Actually they way she mentioned it I too assumed it was part of the meal, she never said that it was extra, but then again I live in Vegas and know how they underhandedly gouge visitors. Shameful. Gordon, you don't need the money that bad.",0,0,0,1,1,0,0
3494574,RZtlPBcINh3UsrF4QbMwRA,ImShCMuA27t4LXnTUz4Bnw,rbcfYmJtqwIkk17IeOI5Kw,5,########,"I have NO business going to a French restaurant. I request everything sans beurre, sans frommage, sans lait, since my curse developed in later-life is to be unable to tolerate dairy (thank goodness it struck after an indulgent honeymoon eating through France.) However, my dear friend wanted to enjoy a French meal, so we wondered into Bardot Brasserie. First, I must say that the service was SUPERB, and to me, service is a make or break aspect to a meal. The waiter and wine attendant were both fun, knowledgable, informative, and just lovely. Although the chef had every right to be un petit perturbed with a no-butter diner, he and the waiter conferred to decide what could be best modified for me, after I preemptively declined the salad nicoise. Chacuterie plate with bread--yum! Blue crab buckwheat crepe sans butter--good, not great-- although I did sneak a pinch of sauce on top. Beet salad with arugula so good-fresh and nutty arugula with hazelnuts to accent the nutty flavor, went perfectly with the goat cheese (I had to have a bite of the cheese). My friend was practically cooing with pleasure from her escargot wrapped in pastry; she said it was smooth and buttery goodness. The suggested wine was a pleasant surprise. I'm not a white gal (well, white wine, that is), but completely enjoyed the nectar-y German Kabinett. Finishing sorbets--orange and mango--so fresh and clean and more fruit-filled than just icy. Great espresso. Overall, a wonderful, indulgent lunch and I look forward to going back soon. SO, if this dairy-free gal can enjoy it so much, I imagine how good it is for those who are unencumbered. 5 stars for my enjoyment at Bardot Brassiere. And, I never would have known it was the 3rd day open--kudos to Bardot Brasserie!",2,2,1,1,1,0,0
