text,stars,BERT_pred,Bayes_pred,SVM_pred
"All food here is amazing! My favorite is the ""evil jingle"". I get it extra spicy. This means I will have exiting issues later, but it is totally worth it.. The staff here are very nice and on top of things. I love their accent. Love the environment here. Best Thai I have ever had!",5,5,5,5
"Caveat: I'm not a huge fan of Irish pubs. Irish pub food is generally uninteresting to me, and the food usually looks like dull glop on a plate. Not so at Piper's Pub. I went for Sunday brunch ~2pm, and the place wasn't at most half full. They have a great beer selection with a rotating list of good micros, & a special Sunday menu. 
  
  We went for Scotch eggs & the Smoked Salmon Boxty. The eggs took some time but my guess is that they were prepared fresh. They were good...but I wasn't blown away. Nothing against Pipers, I just don't think they're my style. Interesting though. 
  
  The Salmon Boxty...it was amazing. When I go back, I'll likely get the same thing...unlike me, but too delicious to pass up. It's more than filling so don't order anything besides an appetizer, or you'll feel like a fat kid. Think of it as a potato\/egg omelette...or just look it up on wikipedia for better description. Seriously though, get it. Your life may be changed forever.
  
  Also make sure to follow them on Twitter; they always announce their daily specials & newest beers on tap.",5,5,3,4
"First the burger WAS GREAT! Can't argue that. But after all it is a $15 burger, it had better be, lol. The reason for the 3 star rating was the way they pile up extra charges without letting you know. After my kids ordered their plain ole hamburgers the witness asked if they wanted mushroom or bacon. They, being kids said, ""ok"".......They don't tell you that that added $16 to the bill by doing that. Actually they way she mentioned it I too assumed it was part of the meal, she never said that it was extra, but then again I live in Vegas and know how they underhandedly gouge visitors. Shameful. Gordon, you don't need the money that bad.",3,1,1,1
"I have NO business going to a French restaurant. I request everything sans beurre, sans frommage, sans lait, since my curse developed in later-life is to be unable to tolerate dairy (thank goodness it struck after an indulgent honeymoon eating through France.) However, my dear friend wanted to enjoy a French meal, so we wondered into Bardot Brasserie. First, I must say that the service was SUPERB, and to me, service is a make or break aspect to a meal. The waiter and wine attendant were both fun, knowledgable, informative, and just lovely. Although the chef had every right to be un petit perturbed with a no-butter diner, he and the waiter conferred to decide what could be best modified for me, after I preemptively declined the salad nicoise. Chacuterie plate with bread--yum! Blue crab buckwheat crepe sans butter--good, not great-- although I did sneak a pinch of sauce on top. Beet salad with arugula so good-fresh and nutty arugula with hazelnuts to accent the nutty flavor, went perfectly with the goat cheese (I had to have a bite of the cheese). My friend was practically cooing with pleasure from her escargot wrapped in pastry; she said it was smooth and buttery goodness. The suggested wine was a pleasant surprise. I'm not a white gal (well, white wine, that is), but completely enjoyed the nectar-y German Kabinett. Finishing sorbets--orange and mango--so fresh and clean and more fruit-filled than just icy. Great espresso. Overall, a wonderful, indulgent lunch and I look forward to going back soon. SO, if this dairy-free gal can enjoy it so much, I imagine how good it is for those who are unencumbered. 5 stars for my enjoyment at Bardot Brassiere. And, I never would have known it was the 3rd day open--kudos to Bardot Brasserie!",5,5,4,5
"So this was my second time coming to dine in, but I've bought bagels from them multiple times. They advertise a breakfast deal for 4.95$ comprised of 2 eggs any style, a bagel or toast and a small coffee or tea. The first time I came here, I ordered just that and it was fine.
  
  Today, I decided to try out their omelette. I ordered the omelette with onions and cheddar cheese, roasted potatoes for an additional 0.50$ (have the option of a salad or sweet potatoes), a bagel and a tea to go. It all came to about 14$. Everything smelled really great and I was really looking forward to having a nice and filling breakfast. 
  
  As usual, their bagel was delicious - I have nothing to say about that. However, when it came to the eggs and roasted potatoes, there was waaaaaay too much oil. My mom tried one piece of the potatoes and wouldn't finish it, since she found it too oily. I was really hungry and ate about half of the omelette and the potatoes. Boy do I regret that. I don't think I tasted much of the cheese, but there was a hefty amount of onions (which I appreciate). Right before writing this review I had to take some tums. In retrospect, I should have probably either stuck to their plain eggs or ordered an egg white omelette (big maybe though). Either way, I would never order the potatoes again. 
  
  I will most definitely come back for their bagels, as they are absolutely delicious. But, I would order their omelettes with caution or not at all.
  
  ----------------------------------
  This is an update review..
  
  I have to say that their bagels are indeed delicious. I come back almost on a weekly basis to get bagels or their sandwiches (cravings!!). Their borekas are also yummy, whenever they have any left.
  
  I still don't think that I would order their omelettes anytime soon, but I'm definitely a returning customer for some of their other products. Their customer services is also very good, as they always welcome me with a smile and are very kind to their customers.",4,2,4,4
"um. not great. i ordered the chicken lo mein and the crab puffs - and well, was a bit bored. the decor is shady. and to be perfectly honest, if i'm going to eat chinese it should taste good - greasy and with a ridiculous calorie count but good.",3,3,3,4
"This place used to be great. Its gone kinda down hill. Maybe I would have given it a four star but the disappointment of how good it used to be takes another star :). The food is no so so where it used to be so flavorful. The service has gone down to, it used to be young energetic waitresses. Now they look like retired hooker that don't want to be bothered.",3,2,2,1
"Went here during lunch with a few coworkers. Place was very quiet at 12:30PM on a weekday. No need to wait. Solid service. Nice clean environment. 
  
  Now the food. The Funions are really good. Get um to share. Now for the mac and cheese. You get a lot of saucy cheese, topped with more stretchy cheese. I got the drunken cowboy, which had 3 slices of beef brisket with BBQ sauce. I'd recommend something with a tangy sauce like the BBQ to balance out the richness of the cheese, cause there's A LOT of cheese. It was nice to have something cut that grease coating in your mouth after each cheesy bite. I personally would like the cheese to be a touch saltier. The pasta was a little on the overcooked side. It was quite pricey for what you're getting IMO. Granted, it's definitely a heavy meal and you will leave full as hell and ready for an afternoon nap.",3,3,3,3
Very disappointed. The restaurant is beautifully decorated and relaxing. Nice looking bar and enough tables to be cozy but not crowded. But the service was on the slow to absent side. The food was mediocre. The sides were good but the entree itself was lacking for both my companion and me. Boring fish and dry burger. They were willing to make swaps and substitutions on the menu which was nice. I had a nice glass of wine--I'm glad I didn't want another because it was never offered. I wanted this to be a great little restaurant in the area and I'm disappointed it's not.,2,2,2,2
"Opted for African Palace because Nazareth was good. Great little spot. Service was a little on the slow side but rightfully so as there was only a single waitress for an otherwise full house.
  
  Admittedly, I haven't had too much Ethiopian food. I had the meat platter and the flavours were great, particularly the goat. I could eat a whole plate of the goat, actually. Great for a vegetarian. The spreads aren't overly saucy so they won't completely sog the already spongy injera. It's also relatively cheap. $20 for 2? Why not.
  
  I'd return when the craving strikes again.",3,3,4,4
Good location! The food is okay. The servers are great and helpful. Ordered chicken noodle soup. It came with a small bowl.,4,5,3,3
Had the special with chicken and the chicken was very low quality. The sause was nothing too special either. Had it for dinner and it tasted like it was there all day.,2,3,2,2
"The donuts are cheaper than Dunkin and taste way better. They also have a much larger selection of flavors (and they have cronuts). I ordered a mocha smoothie kinda thing and it tasted nothing like mocha. It tasted like an Olvatine shake; while it was good, it wasn't what I wanted. Today I stopped in and ordered an iced carmel coffee...big mistake. I swear I'm not exaggerating when I say it tasted like they swept up some dust\/dirt and made the coffee with that. It was gritty and really horrible. I didn't detect any caramel flavor, only that awful dirt taste. I had to throw it away :\/ waste of $4. 
 My advice: get some donuts but get your drinks elsewhere.",3,2,2,2
"I came in for the chin cool-sculpting service.The staff and service were all really friendly and inviting. During my initial first consultation, I was told that I was only a candidate for the front(centre) area of the chin, but not either of the sides of my chin. Instead i was offered a different procedure to target those areas. However, when I came in to get my actual procedure done, as the nurse (different from my consultation) was taking my measurements once again, she recommended that I get both of my left and right sides of the chin cool-sculpted as well, for maximum results. When I told her that I was seen as an inadequate candidate for this during my consultation, she seemed a bit confused, and told me that it would only make more sense to get the procedure done on my sides as well. I wish the accurate information was given to me in the initial consultation, as it would save me a second trip, and ultimately speed up my results. 
 Once again, whilst the service was nothing but friendly and inviting(10\/10), due to the inaccurate medical opinions and information I was provided, I will unfortunately, not be returning for any more services at the Bellair Clinic.",3,1,5,1
"I've been to JG numerous times over the past two years but last night the serving staff are WAY too pushy for the up sell. 
 
 Then the cameraman comes trying to push and sell photos. 
 
 What's next? Someone to sell me watches or a timeshare? 
 
 Enough.
 
 This is an expensive fine dining restaurant and I expect a little more professionalism for the service like it used to be. 
 
 It's steadily degenerated into a vegas hustle joint that I would be embarrassed to have a business dinner there.
 
 Food was great as normal.",1,4,1,1
"Meh. I guess if you were looking for a boba fix in Vegas, this is the best you are going to get. However I come from a land of the finest boba (rowland heights) so this is quite sub par boba.
 
 This place is pretty close to the strip and is in the heart of Chinatown in Las Vegas. The boba here is moderately priced, but good luck finding parking in this hellish parking lot. They just have your standard boba, but like everyone else, says if you are REALLY looking for a boba fix, go here. If not, save your money",3,5,2,2
"Two and a half stars, actually. Adequate food, excellent service, $15 slushies called ""margaritas"" that taste nothing like a margarita. An annoying fee they add to the bill that we had to Google, and it seems it's a fee they charge you just to eat at their restaurant. If you don't mind getting ripped off and you stick with beer, it's not a bad place.",3,3,2,2
"Ok, so i don't like writing negative reviews but here we go:
 Went Sunday for a birthday brunch about 12 people with kids, food is decent, the omelette guy is always pleasant and you can tell by his food he enjoys his job. Fruit was fresh.
 
 Waitstaff is a complete negative experience:
 took forever to get coffee, they brought 1 spoon with 4 coffees, i guess we re suppose to share, staff never checked up on us, we had to walk over and ask every time we wanted something, the place is inexpensive so i guess your getting what you pay for, decent food and lousy service.",2,3,2,1
"Great Italian food and fast service. I had jambalaya with chicken and shrimp. Very tasty and lots of flavors , they also gave us free breads with olive oil which is delicious. Firecrackers rolls are great .",3,5,4,4
"The two star ""I've experienced better"" rating is more than apt in this instance.
 
 The decor of Settebello is very nice and the ovens are cool to look at. It's really easy to get all jazzed about the wood fired oven and unique toppings and flavor combinations. Hell, the website does enough boasting about how original and special the restaurant is. But it all comes down to the food and this pizza just was not good.
 
 At the most basic level your margherita pizza should be the star. And it wasn't. The crust was flavorless and overcharred. Here's my unecessarily lengthy analogy: You know when you make grilled cheese (and c'mon, everyone makes 2 at a time, how could you eat just one?) and the first one comes out perfect but the second one comes out kinda messed up because the pan is probably too hot and there's not enough butter to help the bread brown correctly and the cheese doesn't fully melt because the thing is going to burn if you leave it on any longer? Well this is how my pizza was, it seemed hastily cooked over too high heat and lacked flavor. Not to mention the sauce was bland and the cheese was amorphous and too stringy. There was exactly one basil leaf on my pizza too and it was burnt to a crisp. All in all, a poor excuse for something so full of itself. Needless to say I was disappointed in a major way with this whole thing.",2,2,2,2
Nice boutique store for the products sold that ties in the show. If you like MJ this is a place to splurge on some items you might not have gotten before. Lots of cool shirts.,3,5,5,4
"Went with a party of 8 for my friends Bachelor Party. 
 
 We'll start with the good: 
 
 Had the Pittsburgh Potato Pancake. It was pretty good. I wouldn't have known there was bacon on it had the menu not mentioned it, but pretty much everyone at the table enjoyed it (and there was enough that 8 guys were all able to have a bit of it).
 
 The entrées were fantastic. Since I don't think cows are all that tasty, I had and enjoyed the crabcakes. A good amount of crab, not too much breading at all. The roasted corn ancho chile sauce was a great compliment to them.
 
 Everyone else had steak and all loved it. The only complaint was the coffee and cocoa crusted flat iron steak was incredibly small. Temperatures ordered ranged from medium rare to medium well. It looked to me like everything was cooked less than requested but no one was upset at doneness. They looked delicious. It's a joy to see a well cooked steak. Made me wish i liked eating them.
 
 The cotton candy after the meal. Awesome. Would have skipped the underwhelming dessert had I know it was coming.
 
 The bad: We'd heard about how before ordering the meats were presented and explained. We did not get this service, but did see it other tables getting it.
 
 Our group's wine snob described the wine list as ""terrible."" Nobody likes him though. 
 
 Our waitress didn't seem to know what beers they had. The draft selection was limited to Bud's finest. When asked what they had in bottles she replied ""almost everything"" before shooting down several requests (Dogfish Head, Stella Artois, and Newcastle are a few I remember off the top of my head).
 
 The guys that ordered the french onion soup thought it was delicious, but were upset that it was barely warm to the point it was hard to break through the cheese.
 
 Dessert looked fantastic, but wasn't so good to eat. The chocolate cake is incredibly rich, but merely ok. The ""warmed"" apple tart came cold.
 
 They apparently don't believe in serving coffee with dessert either, as it came out a good 15 minutes after (and they neglected to offer milk or sugar). 
 
 If you're just going for dinner and aren't concerned about the extras (like service) the steaks were considered fantastic by all. If you want a full restaurant experience (as you should be entitled to for their prices) you might be better off finding another place in the city.",2,2,2,4
"Ken's nail salon is EXPENSIVE! I only go their on very SPECIAL occasions. The place is very clean and well kept, and the massage chairs are nice too.
 
 Drawback: For dropping over $80 for a pedi\/mani-acrylics, I would have expected it to last. After the first week with my acrylics, they started looking not-so-fresh. I felt like my arcrylics were over a month old, after only seven days. For paying top dollar I would have expected them to last. I have been to Ken's twice and have gotten the same services. Both experiences were the same. However, I can promise you will be very happy with the immediate results. 
 
 Overall, it's a good salon... but the prices are not worth paying for what you get.",2,2,5,5
"The D Grill had a really hip atmosphere and complements the rest of the casino well. However, one suggestion is that they brighten the lighting for breakfast. The dining area is extremely clean. 
 
 My breakfast came out quickly after I ordered. The service was efficient, just not friendly. My omelet was on par with other breakfast places. 
 
 The omelet was reasonably priced. However $4 for coffee is very expensive. It was worse than the instant I sometimes drink, too. A breakfast place should have coffee that is at least as good as Maxwell House.",3,2,4,5
"Their service deserved a 5 star. 
 
 The burger was bland, lacking in flavour. There wasn't that bbq smokey taste in the beef and all you taste is beef but none in flavouring. My husband tried the double burger with bacon and he said his was more bland but better than Five Guys. 
 
 I wouldn't go back but my husband would try it again.",2,2,2,2
"Would have given it one star, but the food quality was solid.
 
 The whole thing comes down to the stupid card concept and the over complicating of meal ordering. We go to Sweet Tomatoes\/Souplantation\/Souper Salad\/Fresh Choice BECAUSE IT'S A BUFFET!!!!! The idea that I need some carry a card around to track what I eat is ludicrous! Talk about over complicating things.
 
 Ordered the build your own salad and barely filled the bowl. Of course, only having like 6 leaves of romaine lettuce to get while there was a bucket of spinach didn't help the cause at all, but I digress. That was one card swipe and it covered the salad, soup, desert and bread. If I would have wanted to throw in a slice of pizza (which isn't there any more) that's another swipe; visit the rotisserie = another swipe. Go to the drink island (WTF!) that was another swipe. Point being is that if you're running a restaurant of any kind and can't track what's on a tray, then it's likely too complicated. Just the idea of not being to go to a soda fountain and not have glasses waiting is mind boggling.
 
 That said, the food was good, environment was nice, but way too uppity for what it is....A BUFFET!!!! Whoever the MBA that came up with this idea should be flogged and just reset it to what was. The price is certainly cheaper and while it's a one trip salad bar, you can load that mofo up and take home the extra. But still...who wants to do that at....A BUFFET! Oh...and another thing...why church up all the salad dressings? Is it too hard to just have Italian? Yep. Gotta have ""basalmic vinagrette,"" because Italian is too peasant-like or something.
 
 I suspect this place will be closed within 6 months. Sad because we actually liked Sweet Tomatoes.",2,3,2,2
"Family night out to try the all you can eat fish dinner and fish tacos. I am giving 2 stars for the food. It was really good as were the cocktails, even though they were overpriced at $10. The service needs some serious help. We waited 25 minutes to be seated and the restaurant wasn't full. They are understaffed and it is noticeable. The second order of my fish took 20 minutes to arrive. We won't be going back until they get more servers because fish tacos and fish dinner shouldn't take 2 hours.",2,2,2,2
"I visited Sonny's 2 weeks ago while visiting Charlotte from Boston. The place was clean and priced reasonably ($37 for 3adult--2 of that was lunch sized, 1 dinner sized, and 1 kids meal) the portion sizes were good. 
 
 Mac n cheese -- awesome, it consisted of real cheese and the blue boxed stuff
 
 Cornbread -- very, very good! I'm pretty sure there was some pig fat or grease baked into it! 
 
 Catfish-- was baked and completely covered with breadcrumbs. I was under the assumption that it was a baked on topping, something 'lighter'. It did taste good though.
 
 Water--was totally okay! I even had a lemon wedge in mine :)
 
 Beef brisket-- juicy, very good according to mom
 
 Roasted chicken(forgot the name) --- was alright, certainly nothing to brag about
 
 It's definitely not what expected for 'real' southern cooking, but I'd go back because it's cheap and more than edible. Oh and also for the cornbread!",3,5,3,3
"I visited Watermark Irish Pub with a group of 5 friends\/family on an August Saturday night.
 
 Location is great specially for people watching if your table is in the patio section.
 
 Service was really good as well.
 
 Food in the other hand was poorly prepared. I had one of their special burgers, the beef patty was tasteless! Side salad was decent but you have to pay an addition of $2 to get that salad with your burger, a total of $19! Fast foods sell much better burger! I would not go back to Watermark Irish Pub and do not recommend it just based on the food. 
 
 Other members of our party also didn't enjoy their meals!
 
 Just to be fair, I had a chocolate melty cake which was really good.",2,3,3,2
"Here on 4\/21\/12
 
 Just came in here to get a salad and soup. The place is loud , but not overtly so, and has a lot of colorful, odd, decor. If you bring kids ask to sit near the tree. It is. Manmade tree with all kinds of cool things and animals hanging from it.
 
 My salad was good, but lacked color. Lots of lettuce and 1 tiny grape tomato and 1 cucumber slice. I was disappointed. However, the balsamic vinigrette was very.good. as for the soup, I had the broccoli\/cheese which was tasty. I really wanted to know what the 'soup of the day' was, as it was stated on the menu, but apparently they only had the broccoli and cheese and french onion. No.daily soup specials.
 
 Overall satisfied withthis dining experience.",3,3,2,2
"I grabbed lunch here with my mom the other day and had a good time here. We wanted to get our grub on before getting our shop on at the Tanger Outlets. The restaurant had a cool vibe. I liked the interior mucho, ha! See what I did there? *cheesy grin*
 
 ANYWHO, we ended up ordering the Dance Marathon Enchilada (w\/ chicken, spinach, and portabella mushroom) and the Kristy's Big Sister's Red Velvet Quesadilla (chicken, grilled zucchini, spinach, pico de gallo and jack cheese). Oh, and I say ""we"" because my mom and I always split our food! 
 
 Let's start with the good. The quesadilla was AWESOME! Pipin' hot and perfectly cooked. I also LOVED the side of guac that accompanied the dish - probably the best guac I've had in years. FYI: it was a lunch special ($9.50) so it came with soup - you can also get salad if you wants. We went with the turkey chili, and it was RIDICULOUSLY tasty - lots of hearty filling with BAMF heat. 
 
 Unfortunately, my Enchilada was ""meh"". I feel bad because it was mad fresh with tons of grilled chicken and veggies, but it was tasteless. I had a really rough time finishing it. The beans and rice that came with it were even worse - pretty sure the rice was old because It was hard and dry.
 
 CONCLUSION: I'd definitely come back for the Quesadilla lunch special! I'd also be down to try the Fajitas out, but I won't be getting the Enchiladas anytime soon. Also, the happy hour seemed legit! Might be back to check that out with frands! Who knows...",3,2,4,4
"Nice looking restaurant. Great bar area. Very nice outdoor seating area as well, when the weather is nice. Very diverse menu ranging from burgers, fish tacos and steaks.
 
 Been here a few times. Always a good time. That said, not sure any of the entrees have ever stood out as great. Just okay or good. My last entree was the fish tacos. Probably will not order that again. Just okay.
 
 So in summary, very nice looking restaurant with decent food. Good for large parties as well.",3,4,3,3
"My shopping partner and I were at the mall when all of a sudden -simultaneously - we both got the urge for some beer and bar food. Hence, we found ourselves at the Yard House. It's in the mall. This was my second time (Indian Wells) and my friends first time. I told him that he was going to be in for a treat with the beer selection. Lo and behold they have over a 100 beers on DRAFT! It was a bit overwhelming so it took us almost 10 minutes to decide what drink to order. I got the Oregon honey and he got the half & half. Both of us were not disappointed. We ended up ordering several appetizers We got the sliders (ok, too much bread, not enough meat & side of fries), crab cakes (2 pieces, average tasting), lettuce wraps (grounded chicken with tofu, tasty), & the ahi tuna (unusually served as a round pie, good and super filling). This ended up being more than enough food for two people. It didn't stop there, though. We ordered the trio sample for dessert. We couldn't resist. It consisted of a small ramican of lemon souffle (yumm), chocolate fudge (yummier), and apple cobbler (heavenly). Overall, the service and food left us with a good stuffed feeling. I would definitely stop by and try it again. Unfortunately, we don't have one in the Bay Area. Wait, maybe that's a good thing?",3,5,3,2
"Nice place, good music (later), and overall enjoyed the ambience. Unfortunately some of the review are true, the food could be improved. Wanted to try something just to see if something like a special or app would be good, hot, and tasty. We tried the mussels along with wine of course. Enjoyed thew wine but the mussels were cold, they should have been hot. They weren't that busy on a Saturday night. They were also chewy much of the way thru. The wines by the glass are pretty good but I will say that several selections are overpriced. Go the the valley's other million wine bars and you'll see what I'm talking about. i will go along with some of the other review. Go there and drink, enjoy the music, and don't expect too much from the food. If the mussels were good we would have ordered a meal but that wasn't the case. Left and ate elsewhere.",3,2,3,3
"One of my somewhat regular stops. Bartenders always friendly and quick with the cold beers and stiff drinks. Poker machines haven't been kind to me. But when are they ever?
 
 It is one of those places where you order food and drink from different people and get different tabs. That confuses me because I am not that bright. Food is always fine, if not exceptional. But great stop for drinks, pool, darts and reflection on life's great dilemmas.",3,3,3,4
"Solid Korean place. Got their kimchi pork (jjim) as recommended and gamjatang. The gamjatang was pretty good and the soup was definitely higher quality than many other places. There was a good variety of side dishes. However, the service was subpar. I understand it is not fine dining, but messing up our order and then proceeding to play hide and seek with your customers is definitely not great.",3,2,3,3
"Just like everyone else has written, good food but TERRIBLE customer service.
 
 Their chicken wings are some of the best Chinese chicken wings around here. Their dishes are pretty decent.
 
 They look downtrodden. The lady is rude and has a serious attitude problem. The husband is no better. When I'd go there years ago, they seemed friendlier. Oh well, people change.",1,2,2,1
