text,stars,BERT_pred,Bayes_pred,SVM_pred
I went here during 4th of July weekend that saturday to see tiesto and it was way different than what I expected. The place was way too small and overcrowded by dudes. It was a sausage fest with maybe 4 guys to 1 girl. You could barely move around and everyone kept shoving you and even when I got shoved into a bouncer the bouncer gives me the dirty look for something that wasn't even my fault. If I could give this place 0 stars I would. Don't get me wrong tiesto was amazing but the guy to girl ratio was terrible.,1,2,1,1
"The two star ""I've experienced better"" rating is more than apt in this instance.
 
 The decor of Settebello is very nice and the ovens are cool to look at. It's really easy to get all jazzed about the wood fired oven and unique toppings and flavor combinations. Hell, the website does enough boasting about how original and special the restaurant is. But it all comes down to the food and this pizza just was not good.
 
 At the most basic level your margherita pizza should be the star. And it wasn't. The crust was flavorless and overcharred. Here's my unecessarily lengthy analogy: You know when you make grilled cheese (and c'mon, everyone makes 2 at a time, how could you eat just one?) and the first one comes out perfect but the second one comes out kinda messed up because the pan is probably too hot and there's not enough butter to help the bread brown correctly and the cheese doesn't fully melt because the thing is going to burn if you leave it on any longer? Well this is how my pizza was, it seemed hastily cooked over too high heat and lacked flavor. Not to mention the sauce was bland and the cheese was amorphous and too stringy. There was exactly one basil leaf on my pizza too and it was burnt to a crisp. All in all, a poor excuse for something so full of itself. Needless to say I was disappointed in a major way with this whole thing.",2,2,2,2
"The problem with Bandera is everyone waits at the bar prior to getting seated. Well how is that a problem you might ask since that is normal everywhere else...the problem is that they order their meal, are half-way through it and then move to their tables when called upon instead of finishing their meal at the bar. That's a problem because those of us waiting for tables can't get drinks at the bar since the bartenders ignore you unless you are seated at the bar. We waited nearly 45 minutes for a table standing around. The bartenders ignored you and it was impossible getting a drink. 
 
 The food was good but overrated. I ordered the por ribs and the meat fell off the bone. The fries were terrible and burnt little crisps..think of it like stale pringles... The service was polite and friendly yet not outstanding.
 
 A good restaurant for the Phoenix area but a lot of hype. This restaurant caters to the 40-60 year old White local Scottsdale crowd. I definitely recommend arriving before 7 PM and after 9 PM on the weekends otherwise you will wait 45 minutes for a table standing around without a drink.",3,2,2,2
Will never understand this community. Usually the people are nice when I walk my three pugs but sometimes you get those old white bitches lookin like they're from the Brady bunch and ignore you cause they think they the shit with their Skechers. Glad I moved out of this snobby community filled with wannabe rich white people.,1,5,2,5
"Nothing great...food just ""ok""....service mediocre at best. Noisy...making casual conversation difficult. Better places nearby in similar price range (i.e. Brio). In my view, it is not a relaxing ""go to"" place.",2,3,2,2
"I grabbed lunch here with my mom the other day and had a good time here. We wanted to get our grub on before getting our shop on at the Tanger Outlets. The restaurant had a cool vibe. I liked the interior mucho, ha! See what I did there? *cheesy grin*
 
 ANYWHO, we ended up ordering the Dance Marathon Enchilada (w\/ chicken, spinach, and portabella mushroom) and the Kristy's Big Sister's Red Velvet Quesadilla (chicken, grilled zucchini, spinach, pico de gallo and jack cheese). Oh, and I say ""we"" because my mom and I always split our food! 
 
 Let's start with the good. The quesadilla was AWESOME! Pipin' hot and perfectly cooked. I also LOVED the side of guac that accompanied the dish - probably the best guac I've had in years. FYI: it was a lunch special ($9.50) so it came with soup - you can also get salad if you wants. We went with the turkey chili, and it was RIDICULOUSLY tasty - lots of hearty filling with BAMF heat. 
 
 Unfortunately, my Enchilada was ""meh"". I feel bad because it was mad fresh with tons of grilled chicken and veggies, but it was tasteless. I had a really rough time finishing it. The beans and rice that came with it were even worse - pretty sure the rice was old because It was hard and dry.
 
 CONCLUSION: I'd definitely come back for the Quesadilla lunch special! I'd also be down to try the Fajitas out, but I won't be getting the Enchiladas anytime soon. Also, the happy hour seemed legit! Might be back to check that out with frands! Who knows...",3,2,4,4
"The food is good but the staff seems to be on autopilot. Not listening to the requests I made and then charging me even for things I didn't want or ask for.
 
 When I spoke with the manager he didn't seem to care what the actual issue was, only that he cared if I was going speak badly about his employees. He even stated "" what you want your dollar back"". With a condescending tone once he sort of heard what my issue was.
 
 On a side note, Betty at soups was very nice and helpful, maybe she should be in charge. Because of her this is a two star review instead of a one star review...",2,1,1,1
"Here's the thing. While the pizza is good and the other items on the menu have large portions, don't you dare need anything extra on the side from how your meal comes prepared. I wanted some balsamic vinegar for my pasta... $0.81. Would you like to add mayo to a sandwich, yup up charge there as well. Things most places offer for free you are nickel and dimed for here. I'm scared to ask for a refill on my soda... Well, just did. That will be another charge of $0.81.",2,3,3,1
"Sadly, they're one of the few companies in Cleveland for large-scale, organized recreational sports. It's a shame because, with a little effort by those who run Cleveland Plays, this could be a great, stress-free tool for everyone in Cleveland. Sadly, it's mostly an unorganized mess. 
 
 Generally, the schedules and scores are updated very, very late. Currently, our league page has not been updated for the last three weeks of games\/scores. While this isn't a big problem, it would be nice to have an up-to-date standings page during the season. This would take minimal effort from the staff to keep this updated. 
 
 There are some weeks they don't bother entering results. You'll have full sessions go by with missing scores. It takes a few seconds, but apparently our money\/fees don't cover entering all of the scores. 
 
 The referees also are wildly inconsistent, at least when it comes to indoor volleyball. It's frustrating for one referee to call nearly zero penalties the entire season, then for that same referee to call over a dozen per game later in the season. I looked over once and the same referee was watching the Indians game instead of our game, and, often asks the players to make a call because he wasn't paying close enough attention. Each team is required to pay $10 to the referee each game, so they make $20 to watch and referee a game for 40 minutes. This is on top of the already high league fees each session. I can't fault all of the referees for this, because there are other referees that do a great job. (EDIT 12\/6\/16: Most current\/new referees seem to be doing a much better job in the last few sessions!) 
 
 Their have also been instances in which schedules, which have been posted for weeks, were changed at the last minute with no direct notice to anyone on a team. There's also been instances in which they will schedule overlapping sessions - so, if you want to play a spring and summer session, be prepared to spend an entire night for a few weeks going to multiple games at different locations, because you'll have to jump between locations to get both games in (that's if they don't schedule your team to play at the same time at multiple locations). Fellow players have actually been able to reach a Cleveland Plays representative on the phone about a problem, were told they would get an immediate call back, but wouldn't get a call back. Generally, there isn't a response from the emails posted on their website, either. It's incredibly frustrating to have incorrectly reported scores or schedules that are posted and have to track down a staff member to get the information. 
 
 Don't count on any communications for cancelations regarding outdoor events, either. They'll often announce games are canceled after the games were supposed to take place, if at all. They recently had an 'announcement' (which was just a comment they posted under their cover photo of their Facebook page) that all volleyball games were cancelled at 6:30 p.m., but the games started at 6 p.m. 
 
 The website also constantly crashes\/isn't available. Any decent amount of traffic (such as though trying to check schedules because they're all updated last minute, or trying to see if a sport if cancelled for the evening) renders the site unavailable. 
 
 I can't comment on other sports (kickball, football, etc.), but if you can help it, go with one of the similar companies for volleyball.",2,2,1,1
"Originally, I wanted to go to my FAV ramen place (raku ramen and izakaya). Little did I know, THEY'RE FOCKING CLOSED. GONE. IM SO UPSET LIKE WHY MUST ALL NY FAV RESTAUrANTS LEAVE ME WHYYY. COme back Come back!!!!!!! ! 
 
 Anyways, enough of that. I went here instead to satisfy my ramen craving. For the most part, it was a relatively good experience eating here. I liked the fact that you can choose from 3 different soup bases (fish soup, hokkaido pork bone soup, and vietnamese style beef soup), whatever type of noodle you want, and whatever toppings you want. It's fun to customize food AYYYYY So yeah. I decided to get:
 
 1. Pork Bone Soup with Red Miso Ramen
 2. Japanese ramen noodle 
 3. Japanese Style Chashu and their Chef Papa Fresh made Fish Puff
 
 Pretty good. Soup was flavourful. Not too salty and not too bland. Ramen noodles were pretty good (a little hard though). Chashu could have been a lil better though. And the fish puffs, meh I didn't really like it. It was too squishy? Mushy? 
 
 I came here with my mom and she chose to get some pho noodles. LEMME TELL YALL . THEY WERE VERY GENEROUS WITH DEM NOODLES. HER BOWL WAS EVEN BIGGER THAN MINE. I WISH THEY WERE JUST AS GENEROUS WITH THE RAMEN NOODLES D;
 
 OH YEAH you can get a drink from Preso-tea for just an extra $2.5 with your meal which is pretty cool although I must admit I'm not a huge fan of Preso-tea. I am still very much in love with Coco and NOTHING WILL MAKE MY LOVE FOR COCO GO AWAY NOTHINNGGDJSIANS 
 
 BUT YEAH!
 Overall good place and it's definitely worth a try. Gotta mention though, I'm not too happy with their service. The workers were all so quiet and indifferent when they were with me and then when they were away from me (and other customers ofc) they were talking up a storm. So loud too like dang. Not that I want them to do small talk with me or anything, but I kinda wished they would've spoke up a lil more (go from volume 3 to at least volume 6 mate) YALL FEEL ME ?!",3,3,3,3
"I take great pride in finding the positive. The staff was excellent. Specifically Gareth and Eric. They were always extremely helpful, attentive, and extremely caring. I can't say enough great things about the staff. I genuinely feel they cared and delivered a friendly and hospitable experience. When Gareth and Eric came into our meeting room they always made sure the door didn't make a lot of noise and consistently went out of their way to be accommodating. They are the sole reason I gave two stars. 
 
 The hotel itself, the layout, and functionality? Absolutely hot garbage. In my opinion, this place is the epitome of trying to be too cool for school. First of all, there's no closets. Again, there are no closets - as in none. I simply don't understand this. Also, there is one drawer...in between the beds and could
 maybe for two books. Zero closets, one drawer. 
 
 The water pressure in the shower is the lightest thing I've ever felt. In fact, I couldn't feel it - it's non-existent. There were three hangers in the room hung on wooden sticks coming out from the wall. If I hung up half my clothes I block the tv. Just wasn't a comfortable or accommodating space. I also have kink in my neck, but maybe that didn't actually come from the bed. Maybe it came from looking high and low for any closet I could find. 
 
 The staff was great and caring, but whoever designed this place has not stayed there for more than 1 night. Either that or they didn't bring any clothes. I am grateful for the lack of functionality at The Moxy because it reminds me how much I appreciate functionality in a hotel.",2,2,2,5
